Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,56.00,<=2,<=2,56.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,16.00,397.00,0.00,2.00,415.00,68.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Enrollment in AP classes,0.00,,0.00,0.00,2.00,61.00,0.00,4.00,67.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,2.00,22.00,0.00,0.00,24.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,17.00,<=2,<=2,17.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,14.00,<=2,<=2,14.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Total Enrollment (Secondary Schools),0.00,,0.00,2.00,7.00,382.00,2.00,4.00,397.00,59.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Enrollment in AP classes,0.00,,0.00,0.00,0.00,79.00,0.00,2.00,81.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,17.00,<=2,<=2,17.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,14.00,<=2,<=2,14.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,4.00,400.00,0.00,4.00,408.00,56.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,7.00,52.00,88.00,4.00,151.00,113.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Enrollment in AP classes,0.00,,0.00,0.00,2.00,55.00,0.00,0.00,57.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,2.00,22.00,0.00,0.00,24.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,29.00,<=2,<=2,29.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,205.00,0.00,4.00,211.00,8.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,85.00,4.00,0.00,89.00,86.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Enrollment in AP classes,0.00,,0.00,0.00,4.00,55.00,0.00,2.00,61.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,2.00,37.00,0.00,0.00,39.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,38.00,<=2,<=2,38.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,4.00,292.00,0.00,2.00,298.00,44.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Total Enrollment (Secondary Schools),2.00,,0.00,0.00,2.00,361.00,0.00,7.00,372.00,50.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Enrollment in AP classes,0.00,,0.00,0.00,0.00,56.00,0.00,2.00,58.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,20.00,0.00,2.00,22.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,22.00,<=2,<=2,22.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,227.00,0.00,2.00,231.00,19.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Enrollment in AP classes,0.00,,0.00,0.00,0.00,47.00,0.00,0.00,47.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Taking AP tests for all AP courses taken,0.00,,0.00,0.00,0.00,8.00,0.00,0.00,8.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,41.00,0.00,0.00,41.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Passing all AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Passing no AP tests taken,<=2,,<=2,<=2,<=2,10.00,<=2,<=2,10.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,0.00,209.00,0.00,0.00,209.00,28.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Taking AP tests for all AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Passing all AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,2.00,139.00,2.00,0.00,143.00,11.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Enrollment in AP classes,0.00,,13.00,0.00,10.00,103.00,199.00,16.00,341.00,7.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Taking AP tests for some AP courses taken,0.00,,10.00,0.00,10.00,61.00,178.00,10.00,269.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Students who took AP courses but did not take any AP tests,0.00,,5.00,0.00,4.00,46.00,25.00,7.00,87.00,7.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Passing some AP tests taken,<=2,,4.00,<=2,4.00,20.00,131.00,4.00,163.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Passing no AP tests taken,<=2,,4.00,<=2,4.00,41.00,47.00,<=2,96.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2013,Total Enrollment (Secondary Schools),2.00,,28.00,2.00,64.00,790.00,394.00,40.00,1320.00,116.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Students who took AP courses but did not take any AP tests,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Passing some AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Passing no AP tests taken,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2013,Total Enrollment (Secondary Schools),2.00,,0.00,2.00,19.00,754.00,4.00,4.00,785.00,113.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Total Enrollment (Secondary Schools),0.00,,0.00,0.00,13.00,247.00,2.00,0.00,262.00,14.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Enrollment in AP classes,2.00,,2.00,0.00,7.00,286.00,0.00,0.00,297.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Taking AP tests for some AP courses taken,2.00,,2.00,0.00,4.00,205.00,0.00,0.00,213.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,2.00,79.00,0.00,0.00,81.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Passing no AP tests taken,<=2,,<=2,<=2,4.00,203.00,<=2,<=2,207.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Total Enrollment (Secondary Schools),2.00,,4.00,2.00,28.00,1504.00,0.00,4.00,1544.00,161.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Enrollment in AP classes,0.00,,4.00,2.00,16.00,145.00,22.00,10.00,199.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Taking AP tests for some AP courses taken,0.00,,4.00,2.00,10.00,82.00,19.00,4.00,121.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Students who took AP courses but did not take any AP tests,0.00,,4.00,0.00,5.00,61.00,7.00,5.00,82.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,<=2,7.00,<=2,7.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Passing no AP tests taken,<=2,,<=2,<=2,11.00,80.00,7.00,4.00,102.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Total Enrollment (Secondary Schools),0.00,,7.00,2.00,58.00,829.00,37.00,13.00,946.00,128.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Enrollment in AP classes,2.00,,16.00,0.00,49.00,157.00,214.00,13.00,451.00,10.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Taking AP tests for some AP courses taken,2.00,,13.00,0.00,34.00,70.00,166.00,7.00,292.00,5.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Students who took AP courses but did not take any AP tests,0.00,,4.00,0.00,13.00,88.00,46.00,7.00,158.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Passing some AP tests taken,<=2,,11.00,<=2,20.00,17.00,122.00,4.00,174.00,4.00,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Passing no AP tests taken,<=2,,<=2,<=2,14.00,50.00,47.00,<=2,111.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Total Enrollment (Secondary Schools),5.00,,34.00,0.00,328.00,697.00,484.00,37.00,1585.00,143.00,76.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Enrollment in AP classes,0.00,,0.00,0.00,0.00,22.00,0.00,0.00,22.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Taking AP tests for some AP courses taken,0.00,,0.00,0.00,0.00,13.00,0.00,0.00,13.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Students who took AP courses but did not take any AP tests,0.00,,0.00,0.00,0.00,7.00,0.00,0.00,7.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Passing some AP tests taken,<=2,,<=2,<=2,<=2,4.00,<=2,<=2,4.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Passing no AP tests taken,<=2,,<=2,<=2,<=2,11.00,<=2,<=2,11.00,<=2,<=2
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Total Enrollment (Secondary Schools),0.00,,10.00,0.00,28.00,1090.00,139.00,46.00,1313.00,56.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Enrollment in AP classes,0,,0,0,0,0,0,0,0,0,0
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Taking AP tests for some AP courses taken,0,,0,0,0,0,0,0,0,0,0
