Lea State,LEA,School State,School,ID,Year,Category,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,Atlanta Public Schools,GA,Kipp Strive Academy,130012003823,2015,Total enrollment,2.00,,0.00,0.00,4.00,331.00,0.00,0.00,337.00,35.00,2.00,0.00
GA,Atlanta Public Schools,GA,Springdale Park Elementary School,130012003841,2015,Total enrollment,4.00,,25.00,2.00,55.00,103.00,436.00,37.00,662.00,44.00,0.00,25.00
GA,Atlanta Public Schools,GA,North Metro Psychoeducational Program,130012003889,2015,Total enrollment,0.00,,0.00,0.00,0.00,76.00,0.00,0.00,76.00,74.00,0.00,2.00
GA,Atlanta Public Schools,GA,Coretta Scott King Young Women's Leadership Academy,130012003980,2015,Total enrollment,0.00,,0.00,0.00,8.00,488.00,2.00,2.00,500.00,55.00,5.00,5.00
GA,Atlanta Public Schools,GA,KIPP VISION,130012003992,2015,Total enrollment,2.00,,0.00,2.00,13.00,328.00,0.00,2.00,347.00,38.00,2.00,4.00
GA,Atlanta Public Schools,GA,Kindezi,130012004012,2015,Total enrollment,4.00,,2.00,0.00,13.00,583.00,34.00,22.00,658.00,68.00,0.00,2.00
GA,Atlanta Public Schools,GA,KIPP Atlanta Collegiate,130012004059,2015,Total enrollment,0.00,,2.00,0.00,7.00,625.00,0.00,4.00,638.00,59.00,7.00,0.00
GA,Atlanta Public Schools,GA,Adamsville Primary School,130012004067,2015,Total enrollment,0.00,,0.00,0.00,13.00,376.00,2.00,4.00,395.00,56.00,0.00,10.00
GA,Atlanta Public Schools,GA,Latin Academy Charter School,130012004083,2015,Total enrollment,0.00,,0.00,0.00,2.00,253.00,2.00,2.00,259.00,23.00,2.00,2.00
GA,Atlanta Public Schools,GA,Woodson Primary School,130012004087,2015,Total enrollment,0.00,,0.00,0.00,13.00,349.00,2.00,4.00,368.00,38.00,0.00,4.00
GA,Atlanta Public Schools,GA,KIPP Strive Primary,130012004091,2015,Total enrollment,0.00,,2.00,0.00,7.00,421.00,0.00,5.00,435.00,20.00,2.00,2.00
GA,Atlanta Public Schools,GA,KIPP Vision Primary,130012004124,2015,Total enrollment,0.00,,0.00,0.00,10.00,298.00,0.00,0.00,308.00,23.00,2.00,2.00
GA,Atlanta Public Schools,GA,Westside Atlanta Charter School,130012004139,2015,Total enrollment,0.00,,4.00,2.00,10.00,97.00,88.00,4.00,205.00,20.00,0.00,2.00
GA,Atlanta Public Schools,GA,Atlanta Classical Academy,130012004145,2015,Total enrollment,2.00,,10.00,0.00,58.00,43.00,418.00,10.00,541.00,26.00,10.00,19.00
GA,Atlanta Public Schools,GA,Kipp WAYS Primary School,130012004155,2015,Total enrollment,2.00,,0.00,0.00,2.00,199.00,0.00,4.00,207.00,10.00,0.00,0.00
GA,Atlanta Public Schools,GA,Charles Drew Charter School JA/SA,130012004161,2015,Total enrollment,0.00,,4.00,0.00,13.00,649.00,13.00,10.00,689.00,50.00,19.00,0.00
GA,Atlanta Public Schools,GA,Booker T. Washington High School,130012004174,2015,Total enrollment,0.00,,0.00,0.00,13.00,814.00,2.00,7.00,836.00,113.00,7.00,4.00
GA,Atlanta Public Schools,GA,D. M. Therrell High School,130012004215,2015,Total enrollment,0.00,,0.00,0.00,13.00,793.00,4.00,4.00,814.00,107.00,4.00,13.00
GA,Commission Charter Schools- Atlanta Heights Charter School,GA,Atlanta Heights Charter School,130022104021,2015,Total enrollment,0.00,,0.00,2.00,19.00,784.00,2.00,2.00,809.00,47.00,13.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA LAW AND SOCIAL JUSTICE SCHOOL,130012003556,2011,Total enrollment,0.00,,0.00,0.00,16.00,397.00,0.00,2.00,415.00,68.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON,130012003558,2011,Total enrollment,0.00,,0.00,0.00,8.00,542.00,2.00,5.00,557.00,94.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF HEALTH AND MEDICAL SCIENCE,130012003567,2011,Total enrollment,0.00,,0.00,2.00,7.00,382.00,2.00,4.00,397.00,59.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF HEALTH AND SCIENCE,130012003572,2011,Total enrollment,0.00,,0.00,0.00,4.00,400.00,0.00,4.00,408.00,56.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,IMAGINE WESLEY INTERNATIONAL ACADEMY CHARTER FACIL,130012003589,2011,Total enrollment,0.00,,10.00,2.00,28.00,487.00,88.00,34.00,649.00,26.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HILLSIDE CONANT SCHOOL,130012003660,2011,Total enrollment,0.00,,0.00,0.00,7.00,52.00,88.00,4.00,151.00,113.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP STRIVE ACADEMY,130012003823,2011,Total enrollment,0.00,,0.00,0.00,2.00,262.00,0.00,4.00,268.00,17.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SPRINGDALE PARK ELEMENTARY SCHOOL,130012003841,2011,Total enrollment,7.00,,31.00,2.00,46.00,127.00,352.00,16.00,581.00,23.00,2.00,25.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA PREPARATORY ACADEMY,130012003843,2011,Total enrollment,4.00,,0.00,0.00,4.00,463.00,2.00,2.00,475.00,35.00,13.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON - EARLY COLLEGE SMALL SCHOOL,130012003861,2011,Total enrollment,0.00,,0.00,0.00,2.00,205.00,0.00,4.00,211.00,8.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,North Metro Psychoeducational Program,130012003889,2011,Total enrollment,0.00,,0.00,0.00,0.00,85.00,4.00,0.00,89.00,86.00,5.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - BANKING- FINANC,130012003906,2011,Total enrollment,0.00,,0.00,0.00,4.00,292.00,0.00,2.00,298.00,44.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOOKER T. WASHINGTON HIGH SCHOOL - HEALTH- SCIENCE,130012003960,2011,Total enrollment,2.00,,0.00,0.00,2.00,361.00,0.00,7.00,372.00,50.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY MIDDLE SC,130012003971,2011,Total enrollment,0.00,,0.00,0.00,2.00,548.00,0.00,2.00,552.00,40.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,INTOWN CHARTER ACADEMY,130012003973,2011,Total enrollment,0.00,,0.00,0.00,7.00,316.00,2.00,10.00,335.00,20.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY HIGH SCHO,130012003980,2011,Total enrollment,0.00,,0.00,0.00,2.00,227.00,0.00,2.00,231.00,19.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,130012003985,2011,Total enrollment,0.00,,0.00,0.00,0.00,209.00,0.00,0.00,209.00,28.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP VISION,130012003992,2011,Total enrollment,0.00,,0.00,0.00,4.00,175.00,0.00,2.00,181.00,10.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KINDEZI,130012004012,2011,Total enrollment,4.00,,2.00,0.00,2.00,106.00,10.00,4.00,128.00,8.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP ATLANTA COLLEGIATE,130012099997,2011,Total enrollment,0.00,,0.00,0.00,2.00,139.00,2.00,0.00,143.00,11.00,2.00,0.00
GA,ATLANTA HEIGHTS CHARTER SCHOOL INC,GA,ATLANTA HEIGHTS CHARTER SCHOOL INC.,130022104021,2011,Total enrollment,0.00,,0.00,0.00,7.00,475.00,0.00,2.00,484.00,26.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,LONG MIDDLE SCHOOL,130012000017,2013,Total enrollment,0.00,,2.00,2.00,40.00,646.00,4.00,7.00,701.00,110.00,10.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOYD ELEMENTARY SCHOOL,130012000022,2013,Total enrollment,0.00,,0.00,0.00,4.00,481.00,4.00,2.00,491.00,38.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2013,Total enrollment,0.00,,0.00,0.00,4.00,340.00,0.00,2.00,346.00,26.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2013,Total enrollment,2.00,,0.00,0.00,13.00,505.00,4.00,4.00,528.00,50.00,2.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PEYTON FOREST ELEMENTARY SCHOOL,130012000106,2013,Total enrollment,0.00,,0.00,0.00,49.00,409.00,4.00,2.00,464.00,26.00,2.00,37.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SUTTON MIDDLE SCHOOL,130012000107,2013,Total enrollment,4.00,,43.00,2.00,373.00,430.00,595.00,55.00,1502.00,134.00,28.00,91.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FAIN ELEMENTARY SCHOOL,130012000110,2013,Total enrollment,0.00,,0.00,0.00,28.00,496.00,0.00,4.00,528.00,17.00,2.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CONTINENTAL COLONY ELEMENTARY SCHOOL,130012000113,2013,Total enrollment,0.00,,0.00,0.00,4.00,409.00,0.00,0.00,413.00,41.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BEECHER HILLS ELEMENTARY SCHOOL,130012000118,2013,Total enrollment,0.00,,0.00,0.00,7.00,358.00,0.00,2.00,367.00,26.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CRIM HIGH SCHOOL,130012000120,2013,Total enrollment,0.00,,0.00,0.00,13.00,247.00,2.00,0.00,262.00,14.00,4.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WEST MANOR ELEMENTARY SCHOOL,130012000121,2013,Total enrollment,2.00,,0.00,0.00,28.00,271.00,0.00,4.00,305.00,19.00,7.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PERKERSON ELEMENTARY SCHOOL,130012000122,2013,Total enrollment,2.00,,0.00,0.00,10.00,529.00,2.00,4.00,547.00,53.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SMITH ELEMENTARY SCHOOL,130012000124,2013,Total enrollment,2.00,,88.00,0.00,232.00,175.00,682.00,73.00,1252.00,86.00,25.00,130.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BRANDON ELEMENTARY SCHOOL,130012000127,2013,Total enrollment,2.00,,43.00,0.00,52.00,124.00,892.00,25.00,1138.00,59.00,28.00,31.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MORNINGSIDE ELEMENTARY SCHOOL,130012000130,2013,Total enrollment,2.00,,40.00,0.00,37.00,79.00,586.00,55.00,799.00,26.00,7.00,25.00
GA,ATLANTA PUBLIC SCHOOLS,GA,VENETIAN HILLS ELEMENTARY SCHOOL,130012000133,2013,Total enrollment,0.00,,0.00,0.00,7.00,373.00,0.00,2.00,382.00,35.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,LIN ELEMENTARY SCHOOL,130012000136,2013,Total enrollment,0.00,,13.00,0.00,37.00,79.00,433.00,40.00,602.00,44.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,JACKSON ELEMENTARY SCHOOL,130012000137,2013,Total enrollment,2.00,,40.00,0.00,55.00,106.00,685.00,28.00,916.00,95.00,16.00,31.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GIDEONS ELEMENTARY SCHOOL,130012000139,2013,Total enrollment,0.00,,0.00,0.00,4.00,529.00,0.00,4.00,537.00,38.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE JOHN HOPE-CHARLES WALTER HILL ELEMENTARY SCHOO,130012000143,2013,Total enrollment,0.00,,4.00,2.00,31.00,340.00,4.00,4.00,385.00,38.00,2.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CONNALLY ELEMENTARY SCHOOL,130012000147,2013,Total enrollment,0.00,,0.00,0.00,7.00,406.00,4.00,0.00,417.00,53.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BETHUNE ELEMENTARY SCHOOL,130012000149,2013,Total enrollment,0.00,,0.00,0.00,10.00,517.00,0.00,7.00,534.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BUNCHE MIDDLE SCHOOL,130012000150,2013,Total enrollment,0.00,,0.00,0.00,13.00,688.00,2.00,4.00,707.00,92.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYS HIGH SCHOOL,130012001865,2013,Total enrollment,2.00,,4.00,2.00,28.00,1504.00,0.00,4.00,1544.00,161.00,13.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,YOUNG MIDDLE SCHOOL,130012001866,2013,Total enrollment,0.00,,0.00,0.00,22.00,1018.00,2.00,4.00,1046.00,134.00,10.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MAYNARD H. JACKSON- JR. HIGH SCHOOL,130012001939,2013,Total enrollment,0.00,,7.00,2.00,58.00,829.00,37.00,13.00,946.00,128.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,NORTH ATLANTA HIGH SCHOOL,130012002212,2013,Total enrollment,5.00,,34.00,0.00,328.00,697.00,484.00,37.00,1585.00,143.00,10.00,76.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CENTENNIAL PLACE ACADEMY,130012002290,2013,Total enrollment,0.00,,10.00,2.00,13.00,442.00,25.00,19.00,511.00,29.00,10.00,25.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BROWN MIDDLE SCHOOL,130012002344,2013,Total enrollment,0.00,,2.00,0.00,13.00,664.00,2.00,4.00,685.00,98.00,7.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CHARLES R. DREW CHARTER SCHOOL,130012002453,2013,Total enrollment,0.00,,10.00,0.00,28.00,1090.00,139.00,46.00,1313.00,56.00,28.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKSIDE ELEMENTARY SCHOOL,130012002517,2013,Total enrollment,2.00,,2.00,0.00,37.00,526.00,67.00,4.00,638.00,71.00,2.00,19.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HERITAGE ACADEMY ELEMENTARY,130012002613,2013,Total enrollment,0.00,,2.00,0.00,7.00,529.00,2.00,4.00,544.00,17.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,130012002615,2013,Total enrollment,0.00,,2.00,2.00,19.00,85.00,304.00,22.00,434.00,38.00,16.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,APS-FORREST HILLS ACADEMY,130012002798,2013,Total enrollment,0.00,,2.00,0.00,10.00,235.00,0.00,0.00,247.00,38.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,West End Academy,130012002799,2013,Total enrollment,0.00,,0.00,0.00,2.00,115.00,0.00,0.00,117.00,<=2,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOBBS ELEMENTARY SCHOOL,130012003025,2013,Total enrollment,0.00,,0.00,0.00,13.00,532.00,4.00,7.00,556.00,35.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BOLTON ACADEMY,130012003028,2013,Total enrollment,4.00,,10.00,2.00,232.00,268.00,139.00,19.00,674.00,56.00,7.00,139.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HARPER-ARCHER MIDDLE SCHOOL,130012003029,2013,Total enrollment,0.00,,0.00,2.00,22.00,583.00,0.00,2.00,609.00,89.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,130012003030,2013,Total enrollment,2.00,,0.00,0.00,4.00,391.00,0.00,4.00,401.00,29.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KIPP WEST ATLANTA YOUNG SCHOLARS ACADEMY,130012003031,2013,Total enrollment,0.00,,0.00,0.00,2.00,328.00,0.00,2.00,332.00,20.00,4.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FINCH ELEMENTARY,130012003468,2013,Total enrollment,2.00,,0.00,0.00,7.00,517.00,2.00,7.00,535.00,35.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DEERWOOD ACADEMY SCHOOL,130012003470,2013,Total enrollment,0.00,,2.00,0.00,16.00,616.00,4.00,7.00,645.00,32.00,2.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BURGESS-PETERSON ELEMENTARY SCHOOL,130012003471,2013,Total enrollment,0.00,,2.00,2.00,7.00,301.00,40.00,4.00,356.00,59.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,EARLY COLLEGE HIGH SCHOOL AT CARVER,130012003540,2013,Total enrollment,0.00,,2.00,0.00,13.00,331.00,0.00,2.00,348.00,<=2,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,130012003541,2013,Total enrollment,0.00,,4.00,0.00,7.00,79.00,121.00,19.00,230.00,29.00,16.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF TECHNOLOGY AT CARVER,130012003542,2013,Total enrollment,2.00,,0.00,0.00,2.00,331.00,0.00,2.00,337.00,56.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCHOOL OF HEALTH SCIENCES AND RESEARCH AT CARVER,130012003543,2013,Total enrollment,0.00,,0.00,0.00,10.00,361.00,0.00,2.00,373.00,41.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THE SCHOOL OF THE ARTS AT CARVER,130012003544,2013,Total enrollment,2.00,,0.00,0.00,5.00,388.00,0.00,5.00,400.00,35.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SOUTH ATLANTA SCHOOL OF COMPUTER ANIMATION AND DES,130012003551,2013,Total enrollment,0.00,,2.00,0.00,19.00,274.00,2.00,4.00,301.00,41.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF LAW- GOVERNMENT AND PUBLIC POLI,130012003552,2013,Total enrollment,0.00,,0.00,0.00,7.00,247.00,0.00,2.00,256.00,41.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THERRELL SCHOOL OF ENGINEERING- MATH- AND SCIENCE,130012003555,2013,Total enrollment,0.00,,2.00,0.00,4.00,322.00,0.00,4.00,332.00,38.00,2.00,7.00

